from_dev,from_port,from_city,from_level,to_dev,to_port,to_city,to_level,traffic,bandwidth
591,96,绥化,一般节点,3443,101,青岛,网络核心,51199279798,1.00E+11
591,98,绥化,一般节点,2701,195,大连,网络核心,50256295026,1.00E+11
591,100,绥化,一般节点,2194,506,唐山,网络核心,51437026945,1.00E+11
591,502,绥化,一般节点,1129,546,上海,网络核心,49465128399,1.00E+11
591,526,绥化,一般节点,1129,514,上海,网络核心,49318922185,1.00E+11
591,558,绥化,一般节点,36036,499,长春,一般节点,49953028308,1.00E+11
591,560,绥化,一般节点,36422,346,天津,网络核心,49682522061,1.00E+11
591,582,绥化,一般节点,2701,619,大连,网络核心,50838395442,1.00E+11
591,586,绥化,一般节点,180,192,呼和浩特,一般节点,49061517661,1.00E+11
591,638,绥化,一般节点,2194,264,唐山,网络核心,49178187887,1.00E+11
591,1028,绥化,一般节点,36422,268,天津,网络核心,0,1.00E+11
591,1080,绥化,一般节点,235,1621,北京,网络核心,50161021515,1.00E+11
591,1082,绥化,一般节点,2994,430,洛阳,网络核心,49899654326,1.00E+11
591,1104,绥化,一般节点,2701,47,大连,网络核心,0,1.00E+11
591,1106,绥化,一般节点,36036,939,长春,一般节点,50954337724,1.00E+11
591,1112,绥化,一般节点,2701,93,大连,网络核心,0,1.00E+11
591,1250,绥化,一般节点,235,1749,北京,网络核心,49636424242,1.00E+11
591,1258,绥化,一般节点,4448,127,无锡,一般节点,50322958171,1.00E+11
591,1266,绥化,一般节点,235,1950,北京,网络核心,48085896120,1.00E+11
591,1274,绥化,一般节点,1129,203,上海,网络核心,49321244844,1.00E+11
591,1284,绥化,一般节点,3443,1104,青岛,网络核心,50187660151,1.00E+11
591,1286,绥化,一般节点,36539,1146,杭州,一般节点,50089116753,1.00E+11
591,1290,绥化,一般节点,2194,180,唐山,网络核心,49758461056,1.00E+11
591,1300,绥化,一般节点,3443,1022,青岛,网络核心,49657631257,1.00E+11
787,51,玉溪,一般节点,4561,1033,成都,网络核心,51033155364,1.00E+11
787,52,玉溪,一般节点,3213,246,重庆,网络核心,50468642387,1.00E+11
787,54,玉溪,一般节点,4953,725,贵阳,一般节点,50101930942,1.00E+11
787,60,玉溪,一般节点,4561,1025,成都,网络核心,49992676292,1.00E+11
787,61,玉溪,一般节点,3213,562,重庆,网络核心,50063136706,1.00E+11
787,63,玉溪,一般节点,1536,1882,广州,网络核心,50068630781,1.00E+11
787,307,玉溪,一般节点,4953,686,贵阳,一般节点,49399787960,1.00E+11
787,316,玉溪,一般节点,1257,177,上海,网络核心,51407063255,1.00E+11
787,317,玉溪,一般节点,5058,118,南宁,一般节点,49579743371,1.00E+11
787,324,玉溪,一般节点,1536,1941,广州,网络核心,48712502205,1.00E+11
787,325,玉溪,一般节点,4561,1087,成都,网络核心,48864832885,1.00E+11
787,326,玉溪,一般节点,3213,597,重庆,网络核心,48608499709,1.00E+11
787,359,玉溪,一般节点,3213,589,重庆,网络核心,48367503558,1.00E+11
787,360,玉溪,一般节点,3615,191,长沙,一般节点,49629725686,1.00E+11
787,418,玉溪,一般节点,4953,784,贵阳,一般节点,50699123305,1.00E+11
1997,38,天津,网络核心,3227,766,济南,网络核心,49896147267,1.00E+11
1997,39,天津,网络核心,2841,418,郑州,网络核心,49677395224,1.00E+11
1997,40,天津,网络核心,1756,595,北京,网络核心,49160407377,1.00E+11
1997,41,天津,网络核心,474,417,哈尔滨,一般节点,51141611164,1.00E+11
1997,42,天津,网络核心,3227,493,济南,网络核心,51752639587,1.00E+11
1997,43,天津,网络核心,2549,922,沈阳,网络核心,51881390102,1.00E+11
1997,44,天津,网络核心,2473,1053,吉林,一般节点,49664584385,1.00E+11
1997,84,天津,网络核心,474,683,哈尔滨,一般节点,46955338918,1.00E+11
1997,85,天津,网络核心,47,249,通辽,一般节点,49332647178,1.00E+11
1997,86,天津,网络核心,3643,831,武汉,网络核心,48569612845,1.00E+11
1997,87,天津,网络核心,1756,469,北京,网络核心,49232520217,1.00E+11
1997,88,天津,网络核心,1257,498,上海,网络核心,50522745374,1.00E+11
1997,89,天津,网络核心,1536,398,广州,网络核心,50782426560,1.00E+11
1997,90,天津,网络核心,3227,77,济南,网络核心,51692672595,1.00E+11
1997,91,天津,网络核心,2549,1066,沈阳,网络核心,49578408985,1.00E+11
1997,97,天津,网络核心,3227,70,济南,网络核心,48065846505,1.00E+11
1997,121,天津,网络核心,1756,18,北京,网络核心,50879172375,1.00E+11
1997,122,天津,网络核心,47,258,通辽,一般节点,49653827168,1.00E+11
1997,123,天津,网络核心,2360,76,太原,网络核心,51776925188,1.00E+11
1997,124,天津,网络核心,474,678,哈尔滨,一般节点,50750860012,1.00E+11
1997,125,天津,网络核心,2473,804,吉林,一般节点,47684223540,1.00E+11
1997,126,天津,网络核心,2841,117,郑州,网络核心,50912233823,1.00E+11
1997,127,天津,网络核心,2360,197,太原,网络核心,48186194374,1.00E+11
1997,128,天津,网络核心,4561,1086,成都,网络核心,49662345467,1.00E+11
1997,189,天津,网络核心,1257,581,上海,网络核心,51521219031,1.00E+11
1997,190,天津,网络核心,2050,272,石家庄,网络核心,51267865808,1.00E+11
1997,191,天津,网络核心,2360,263,太原,网络核心,49272102194,1.00E+11
1997,192,天津,网络核心,1536,1891,广州,网络核心,49749123207,1.00E+11
1997,193,天津,网络核心,3213,606,重庆,网络核心,0,1.00E+11
1997,194,天津,网络核心,3643,893,武汉,网络核心,49658182686,1.00E+11
1997,206,天津,网络核心,2050,553,石家庄,网络核心,49119872587,1.00E+11
1997,207,天津,网络核心,3227,389,济南,网络核心,50697731792,1.00E+11
1997,208,天津,网络核心,2050,391,石家庄,网络核心,49333839112,1.00E+11
1997,209,天津,网络核心,3643,559,武汉,网络核心,50957302610,1.00E+11
1997,210,天津,网络核心,5242,537,西安,网络核心,48636620502,1.00E+11
1997,211,天津,网络核心,4561,1031,成都,网络核心,50807171377,1.00E+11
1997,212,天津,网络核心,2549,1448,沈阳,网络核心,49699206261,1.00E+11
1997,213,天津,网络核心,47,427,通辽,一般节点,50720516346,1.00E+11
1997,214,天津,网络核心,2473,1088,吉林,一般节点,50080367094,1.00E+11
1997,244,天津,网络核心,1756,1106,北京,网络核心,50739383374,1.00E+11
1997,245,天津,网络核心,1756,1128,北京,网络核心,50857003546,1.00E+11
1997,248,天津,网络核心,1257,519,上海,网络核心,48916781058,1.00E+11
1997,249,天津,网络核心,1536,766,广州,网络核心,48964862235,1.00E+11
1997,250,天津,网络核心,96,120,呼和浩特,一般节点,49965461051,1.00E+11
1997,251,天津,网络核心,1756,273,北京,网络核心,46975713471,1.00E+11
1997,461,天津,网络核心,3227,188,济南,网络核心,49693135105,1.00E+11
1997,462,天津,网络核心,2050,313,石家庄,网络核心,51165048991,1.00E+11
1997,463,天津,网络核心,3213,233,重庆,网络核心,50045264402,1.00E+11
1997,464,天津,网络核心,47,241,通辽,一般节点,48482972667,1.00E+11
1997,465,天津,网络核心,2841,102,郑州,网络核心,0,1.00E+11
1997,466,天津,网络核心,1756,796,北京,网络核心,49492964585,1.00E+11
1997,467,天津,网络核心,1536,1901,广州,网络核心,49233229355,1.00E+11
1997,468,天津,网络核心,474,1228,哈尔滨,一般节点,49985644789,1.00E+11
1997,724,天津,网络核心,2050,295,石家庄,网络核心,49080044590,1.00E+11
1997,726,天津,网络核心,2841,519,郑州,网络核心,49618402527,1.00E+11
1997,727,天津,网络核心,2549,1487,沈阳,网络核心,50552689085,1.00E+11
1997,728,天津,网络核心,4360,406,南京,一般节点,50015860615,1.00E+11
1997,729,天津,网络核心,96,460,呼和浩特,一般节点,49144385754,1.00E+11
2050,269,石家庄,网络核心,3227,449,济南,网络核心,49495974366,1.00E+11
2050,270,石家庄,网络核心,1756,583,北京,网络核心,50265667281,1.00E+11
2050,271,石家庄,网络核心,1257,132,上海,网络核心,49487365618,1.00E+11
2050,272,石家庄,网络核心,1997,190,天津,网络核心,49295448279,1.00E+11
2050,273,石家庄,网络核心,1536,2274,广州,网络核心,48942871478,1.00E+11
2050,275,石家庄,网络核心,4360,271,南京,一般节点,50341318899,1.00E+11
2050,276,石家庄,网络核心,1536,2309,广州,网络核心,48300254644,1.00E+11
2050,289,石家庄,网络核心,1257,536,上海,网络核心,49683952875,1.00E+11
2050,290,石家庄,网络核心,2360,341,太原,网络核心,51585396120,1.00E+11
2050,291,石家庄,网络核心,1756,642,北京,网络核心,50985154866,1.00E+11
2050,292,石家庄,网络核心,1257,576,上海,网络核心,50647839999,1.00E+11
2050,293,石家庄,网络核心,4069,1195,宁波,一般节点,48875001363,1.00E+11
2050,294,石家庄,网络核心,5242,763,西安,网络核心,49981700017,1.00E+11
2050,295,石家庄,网络核心,1997,724,天津,网络核心,50229001437,1.00E+11
2050,296,石家庄,网络核心,2360,62,太原,网络核心,50417234362,1.00E+11
2050,309,石家庄,网络核心,4561,623,成都,网络核心,50363692232,1.00E+11
2050,310,石家庄,网络核心,1756,788,北京,网络核心,50165029141,1.00E+11
2050,311,石家庄,网络核心,2360,195,太原,网络核心,50577896583,1.00E+11
2050,312,石家庄,网络核心,474,472,哈尔滨,一般节点,51331756749,1.00E+11
2050,313,石家庄,网络核心,1997,462,天津,网络核心,50133268216,1.00E+11
2050,314,石家庄,网络核心,1756,806,北京,网络核心,49603673236,1.00E+11
2050,315,石家庄,网络核心,1756,594,北京,网络核心,49661054549,1.00E+11
2050,316,石家庄,网络核心,3227,530,济南,网络核心,49621013744,1.00E+11
2050,329,石家庄,网络核心,3227,512,济南,网络核心,49264547028,1.00E+11
2050,330,石家庄,网络核心,2841,438,郑州,网络核心,49668031736,1.00E+11
2050,331,石家庄,网络核心,3615,179,长沙,一般节点,49962131236,1.00E+11
2050,332,石家庄,网络核心,3213,587,重庆,网络核心,50849799533,1.00E+11
2050,333,石家庄,网络核心,3757,122,福州,一般节点,51725548850,1.00E+11
2050,334,石家庄,网络核心,5058,70,南宁,一般节点,49735687299,1.00E+11
2050,335,石家庄,网络核心,3643,902,武汉,网络核心,50289113078,1.00E+11
2050,336,石家庄,网络核心,474,1374,哈尔滨,一般节点,50271337625,1.00E+11
2050,349,石家庄,网络核心,3227,701,济南,网络核心,49913081802,1.00E+11
2050,350,石家庄,网络核心,2473,941,吉林,一般节点,50680018476,1.00E+11
2050,351,石家庄,网络核心,1536,2226,广州,网络核心,50047117135,1.00E+11
2050,352,石家庄,网络核心,5058,144,南宁,一般节点,50037515870,1.00E+11
47,71,通辽,一般节点,3443,1022,青岛,网络核心,50975030653,1.00E+11
47,74,通辽,一般节点,4561,1033,成都,网络核心,50819524115,1.00E+11
47,240,通辽,一般节点,3213,246,重庆,网络核心,47105527982,1.00E+11
47,241,通辽,一般节点,4953,725,贵阳,一般节点,50008939996,1.00E+11
47,242,通辽,一般节点,4561,1025,成都,网络核心,49436367939,1.00E+11
47,243,通辽,一般节点,3213,562,重庆,网络核心,49512830312,1.00E+11
47,249,通辽,一般节点,1536,1882,广州,网络核心,47584217074,1.00E+11
47,250,通辽,一般节点,4953,686,贵阳,一般节点,50250217535,1.00E+11
47,251,通辽,一般节点,1257,177,上海,网络核心,49380930804,1.00E+11
47,252,通辽,一般节点,5058,118,南宁,一般节点,49295040137,1.00E+11
47,258,通辽,一般节点,1536,1941,广州,网络核心,51152258690,1.00E+11
47,259,通辽,一般节点,4561,1087,成都,网络核心,49068568496,1.00E+11
47,260,通辽,一般节点,3213,597,重庆,网络核心,50581039842,1.00E+11
47,314,通辽,一般节点,3213,589,重庆,网络核心,48453452651,1.00E+11
47,417,通辽,一般节点,3615,191,长沙,一般节点,50099712071,1.00E+11
47,425,通辽,一般节点,4953,784,贵阳,一般节点,0,1.00E+11
47,427,通辽,一般节点,3227,766,济南,网络核心,49389391674,1.00E+11
63,6,通辽,一般节点,2841,418,郑州,网络核心,51392218854,1.00E+11
63,10,通辽,一般节点,1756,595,北京,网络核心,49866815119,1.00E+11
63,12,通辽,一般节点,474,417,哈尔滨,一般节点,48667628783,1.00E+11
63,54,通辽,一般节点,3227,493,济南,网络核心,49566827928,1.00E+11
63,58,通辽,一般节点,2549,922,沈阳,网络核心,49092144382,1.00E+11
63,60,通辽,一般节点,2473,1053,吉林,一般节点,49803473764,1.00E+11
63,62,通辽,一般节点,474,683,哈尔滨,一般节点,50533229665,1.00E+11
63,66,通辽,一般节点,47,249,通辽,一般节点,48811485662,1.00E+11
63,70,通辽,一般节点,3643,831,武汉,网络核心,50635697563,1.00E+11
63,74,通辽,一般节点,1756,469,北京,网络核心,49663523668,1.00E+11
63,224,通辽,一般节点,1257,498,上海,网络核心,50870996562,1.00E+11
63,228,通辽,一般节点,1536,398,广州,网络核心,50443480874,1.00E+11
63,230,通辽,一般节点,3227,77,济南,网络核心,50504074996,1.00E+11
63,232,通辽,一般节点,2549,1066,沈阳,网络核心,49269663214,1.00E+11
63,278,通辽,一般节点,3227,70,济南,网络核心,51091741717,1.00E+11
63,282,通辽,一般节点,1756,18,北京,网络核心,49252024885,1.00E+11
63,286,通辽,一般节点,47,258,通辽,一般节点,50067368970,1.00E+11
96,99,呼和浩特,一般节点,2360,76,太原,网络核心,49047882786,1.00E+11
96,102,呼和浩特,一般节点,474,678,哈尔滨,一般节点,49006847943,1.00E+11
96,105,呼和浩特,一般节点,2473,804,吉林,一般节点,51224734473,1.00E+11
96,108,呼和浩特,一般节点,2841,117,郑州,网络核心,48086467232,1.00E+11
96,111,呼和浩特,一般节点,2360,197,太原,网络核心,49309667295,1.00E+11
96,114,呼和浩特,一般节点,4561,1086,成都,网络核心,49729944227,1.00E+11
96,117,呼和浩特,一般节点,1257,581,上海,网络核心,50502305163,1.00E+11
96,120,呼和浩特,一般节点,2050,272,石家庄,网络核心,0,1.00E+11
96,123,呼和浩特,一般节点,2360,263,太原,网络核心,50500915133,1.00E+11
96,124,呼和浩特,一般节点,1536,1891,广州,网络核心,49479386359,1.00E+11
96,127,呼和浩特,一般节点,3213,606,重庆,网络核心,50687271651,1.00E+11
96,134,呼和浩特,一般节点,3643,893,武汉,网络核心,48498103572,1.00E+11
96,135,呼和浩特,一般节点,2050,553,石家庄,网络核心,51921872375,1.00E+11
96,136,呼和浩特,一般节点,3227,389,济南,网络核心,50541979348,1.00E+11
96,141,呼和浩特,一般节点,2050,391,石家庄,网络核心,49814111100,1.00E+11
96,152,呼和浩特,一般节点,3643,559,武汉,网络核心,49665987866,1.00E+11
96,155,呼和浩特,一般节点,5242,537,西安,网络核心,48893583868,1.00E+11
96,156,呼和浩特,一般节点,4561,1031,成都,网络核心,50272713910,1.00E+11
96,157,呼和浩特,一般节点,2549,1448,沈阳,网络核心,48773399279,1.00E+11
96,158,呼和浩特,一般节点,47,427,通辽,一般节点,49385366171,1.00E+11
96,159,呼和浩特,一般节点,2473,1088,吉林,一般节点,51159730271,1.00E+11
96,336,呼和浩特,一般节点,1756,1106,北京,网络核心,51277669375,1.00E+11
96,346,呼和浩特,一般节点,1756,1128,北京,网络核心,49834736741,1.00E+11
96,379,呼和浩特,一般节点,1257,519,上海,网络核心,52892882038,1.00E+11
96,383,呼和浩特,一般节点,1536,766,广州,网络核心,50062726803,1.00E+11
96,391,呼和浩特,一般节点,96,120,呼和浩特,一般节点,51609945530,1.00E+11
96,399,呼和浩特,一般节点,1756,273,北京,网络核心,49011328602,1.00E+11
96,407,呼和浩特,一般节点,3227,188,济南,网络核心,50219393940,1.00E+11
96,460,呼和浩特,一般节点,2050,313,石家庄,网络核心,50175772267,1.00E+11
180,10,呼和浩特,一般节点,3213,233,重庆,网络核心,49618057806,1.00E+11
180,18,呼和浩特,一般节点,47,241,通辽,一般节点,51793025548,1.00E+11
180,20,呼和浩特,一般节点,2841,102,郑州,网络核心,51392475128,1.00E+11
180,26,呼和浩特,一般节点,1756,796,北京,网络核心,48797633450,1.00E+11
180,28,呼和浩特,一般节点,1536,1901,广州,网络核心,50028471161,1.00E+11
180,30,呼和浩特,一般节点,474,1228,哈尔滨,一般节点,50284244775,1.00E+11
180,34,呼和浩特,一般节点,2050,295,石家庄,网络核心,50352242512,1.00E+11
